,carat,cut,color,clarity,depth,table,price,x,y,z
22710,0.31,Premium,I,SI1,59.6,58.0,537,4.44,4.39,2.63
22711,0.93,Good,G,VS1,63.8,59.0,4425,6.21,6.15,3.94
22712,1.14,Ideal,J,SI1,60.2,57.0,3045,6.81,6.71,4.07
22713,0.32,Good,I,SI1,63.1,56.0,432,4.36,4.39,2.76
22714,1.0,Fair,F,SI1,62.6,59.0,4925,6.25,6.3,3.93
22715,0.41,Very Good,F,SI1,63.3,58.0,904,4.74,4.71,2.99
22716,1.5,Good,J,SI2,60.9,62.0,6746,7.3,7.32,4.45
22717,2.1,Premium,I,SI1,61.5,59.0,15818,8.28,8.24,5.08
22718,0.72,Ideal,I,VVS2,61.0,57.0,2602,5.81,5.84,3.55
22719,0.41,Good,D,VVS2,63.3,59.0,949,4.71,4.73,2.99
22720,0.38,Ideal,G,SI2,61.2,56.0,602,4.7,4.74,2.89
22721,1.7,Premium,G,SI2,61.9,58.0,10472,7.61,7.57,4.7
22722,1.08,Ideal,G,VS1,61.4,56.0,7551,6.59,6.63,4.06
22723,2.1,Fair,F,SI2,59.5,69.0,16506,8.35,8.25,4.94
22724,0.9,Very Good,E,SI2,63.7,56.0,3482,6.08,6.13,3.89
22725,0.31,Good,H,VS1,57.5,60.0,435,4.46,4.51,2.58
22726,0.33,Premium,G,VVS2,61.7,59.0,752,4.39,4.42,2.72
22727,0.59,Ideal,E,SI1,61.4,56.0,1664,5.36,5.39,3.3
22728,0.4,Premium,F,SI2,59.6,58.0,864,4.85,4.81,2.88
22729,0.92,Premium,H,SI1,59.2,60.0,2968,6.4,6.35,3.76
22730,0.51,Very Good,G,VVS2,63.1,58.0,1974,5.11,5.07,3.21
22731,0.37,Premium,G,VVS2,62.2,58.0,1010,4.6,4.56,2.85
22732,0.43,Ideal,F,VS2,61.1,56.0,905,4.88,4.91,2.99
22733,0.6,Very Good,E,VS2,62.9,59.0,2085,5.34,5.38,3.37
22734,0.33,Ideal,D,VVS2,60.3,57.0,1062,4.52,4.47,2.71
22735,1.14,Premium,F,VS2,62.0,59.0,7275,6.71,6.64,4.14
22736,0.55,Good,E,SI1,63.3,54.0,1138,5.21,5.24,3.31
22737,1.04,Premium,G,SI2,62.9,58.0,4277,6.47,6.43,4.06
22738,0.5,Very Good,G,VS2,62.0,57.0,1351,5.04,5.12,3.15
22739,0.33,Premium,I,VS2,60.6,58.0,594,4.47,4.44,2.7
22740,1.79,Very Good,F,VS2,62.8,59.0,18429,7.7,7.8,4.87
22741,0.39,Ideal,E,VS2,60.5,56.0,839,4.75,4.77,2.88
22742,1.0,Good,F,SI2,61.8,58.0,4053,6.43,6.48,3.99
22743,0.7,Premium,H,SI2,62.9,61.0,1942,5.57,5.53,3.49
22744,1.03,Premium,D,SI1,61.8,57.0,5491,6.53,6.49,4.02
22745,0.39,Ideal,G,IF,61.7,55.0,1154,4.68,4.72,2.9
22746,1.01,Very Good,D,VS2,63.1,60.0,7127,6.39,6.35,4.02
22747,0.69,Ideal,H,SI1,62.1,57.0,1822,5.65,5.62,3.5
22748,1.24,Ideal,I,SI2,61.9,57.0,5221,6.87,6.92,4.27
22749,0.23,Premium,F,VVS2,61.3,59.0,445,3.94,3.99,2.43
22750,0.6,Very Good,D,SI1,62.2,56.0,1896,5.4,5.44,3.37
22751,0.3,Ideal,F,IF,61.3,55.0,873,4.32,4.36,2.66
22752,0.27,Ideal,G,IF,61.2,57.0,627,4.17,4.2,2.56
22753,1.23,Premium,H,VS2,62.9,57.0,7089,6.84,6.77,4.28
22754,0.75,Very Good,H,SI2,61.9,56.0,2228,5.79,5.87,3.61
22755,0.36,Ideal,H,SI1,61.7,54.0,538,4.56,4.62,2.83
22756,1.0,Premium,F,SI1,60.7,60.0,5292,6.4,6.36,3.87
22757,1.57,Premium,F,SI2,60.2,60.0,8001,7.49,7.43,4.49
22758,0.23,Ideal,F,VS2,61.8,55.0,493,3.93,3.96,2.43
22759,0.27,Very Good,E,VVS1,61.5,58.0,620,4.16,4.23,2.58
22760,0.4,Premium,E,SI1,61.0,59.0,687,4.71,4.74,2.88
22761,0.52,Ideal,F,VS1,61.2,57.0,1872,5.2,5.16,3.17
22762,0.9,Very Good,F,SI2,61.1,54.0,3519,6.27,6.29,3.84
22763,1.18,Very Good,F,VVS2,60.1,58.0,11430,6.88,6.92,4.15
22764,1.05,Premium,H,VS2,62.3,57.0,5166,6.49,6.45,4.03
22765,0.54,Premium,F,VS2,58.2,60.0,1667,5.39,5.34,3.12
22766,0.7,Very Good,D,VS2,60.8,59.0,2928,5.67,5.71,3.46
22767,0.53,Ideal,E,VS2,62.8,57.0,1776,5.19,5.16,3.25
22768,0.8,Premium,I,VS2,62.9,61.0,2616,5.84,5.77,3.65
22769,0.61,Premium,D,VS2,62.3,55.0,2251,5.47,5.42,3.39
22770,0.54,Very Good,D,VS1,59.9,57.0,1988,5.38,5.3,3.2
22771,0.71,Very Good,G,VS1,62.0,53.0,3425,5.72,5.76,3.56
22772,0.34,Premium,I,VS1,59.5,59.0,689,4.59,4.55,2.72
22773,1.06,Ideal,G,SI1,62.0,57.0,5342,6.54,6.5,4.04
22774,0.58,Ideal,F,VS2,62.1,55.0,1790,5.37,5.33,3.32
22775,1.09,Premium,H,VS2,60.0,56.0,5677,6.73,6.68,4.02
22776,0.39,Ideal,F,VS2,62.3,55.0,971,4.69,4.71,2.93
22777,0.3,Very Good,G,VVS2,62.3,59.0,684,4.25,4.29,2.66
22778,1.21,Premium,H,SI2,62.9,58.0,4913,6.74,6.69,4.23
22779,0.54,Ideal,H,SI1,61.0,56.0,1154,5.24,5.28,3.21
22780,2.5,Fair,H,SI2,64.9,58.0,13278,8.46,8.43,5.48
22781,0.38,Good,E,VVS1,62.4,64.0,904,4.59,4.61,2.87
22782,1.06,Very Good,E,VS2,61.0,60.0,7079,6.57,6.53,4.0
22783,1.91,Fair,I,VS1,59.5,68.0,12244,8.1,7.91,4.78
22784,0.5,Ideal,E,VS1,61.9,56.0,1716,5.09,5.12,3.16
22785,1.17,Ideal,G,VVS2,61.2,56.0,9289,6.77,6.85,4.17
22786,1.08,Very Good,E,SI1,63.1,59.0,5189,6.53,6.49,4.11
22787,1.11,Ideal,E,SI2,62.8,55.0,5004,6.62,6.6,4.15
22788,1.01,Premium,J,VS2,62.4,60.0,3296,6.45,6.35,3.99
22789,0.34,Ideal,G,VVS1,61.3,55.0,863,4.54,4.56,2.79
22790,0.6,Premium,D,SI2,61.4,56.0,1385,5.43,5.41,3.33
22791,0.71,Good,H,SI1,58.4,62.1,2282,5.8,5.83,3.4
22792,1.1,Ideal,F,I1,61.3,57.0,3690,6.68,6.62,4.08
22793,1.13,Premium,G,SI1,60.9,58.0,5600,6.75,6.72,4.1
22794,1.02,Ideal,I,SI1,62.9,57.0,3656,6.41,6.37,4.02
22795,0.31,Premium,G,SI1,63.0,58.0,593,4.34,4.3,2.72
22796,0.51,Ideal,H,SI2,62.1,55.0,1016,5.12,5.14,3.18
22797,0.38,Very Good,G,VS2,59.2,60.0,766,4.7,4.73,2.79
22798,1.57,Premium,H,SI1,62.2,61.0,10149,7.38,7.32,4.57
22799,0.71,Very Good,I,VVS2,61.9,58.0,2137,5.72,5.75,3.55
22800,0.59,Ideal,F,SI2,61.7,54.0,1195,5.38,5.44,3.34
22801,1.0,Good,H,SI1,63.7,60.0,4788,6.33,6.3,4.02
22802,1.02,Ideal,F,VS2,62.7,56.0,6479,6.39,6.44,4.02
22803,1.01,Fair,G,SI1,66.1,56.0,3671,6.26,6.2,4.12
22804,0.32,Ideal,F,VVS2,62.1,56.0,741,4.4,4.46,2.75
22805,0.51,Very Good,F,VS2,62.0,58.0,1601,5.08,5.11,3.16
22806,0.31,Ideal,H,IF,62.2,54.0,789,4.38,4.4,2.73
22807,1.31,Premium,H,VS2,59.8,58.0,7732,7.19,7.09,4.27
22808,1.15,Ideal,H,SI1,61.9,55.0,5296,6.74,6.77,4.18
22809,1.95,Very Good,H,SI1,62.9,58.0,14603,7.86,7.94,4.97
22810,0.73,Premium,F,SI1,60.6,59.0,2190,5.81,5.77,3.51
22811,1.21,Very Good,H,SI1,63.5,58.0,4944,6.73,6.63,4.24
22812,0.81,Ideal,I,SI1,61.3,56.0,3097,6.23,6.27,3.83
22813,1.12,Ideal,J,SI1,62.4,57.0,4840,6.65,6.6,4.14
22814,1.0,Ideal,F,SI1,62.4,55.0,4939,6.45,6.37,4.0
22815,0.43,Ideal,E,VVS2,62.0,57.0,1304,4.87,4.84,3.01
22816,0.31,Premium,H,VVS1,60.6,59.0,907,4.38,4.36,2.65
22817,1.52,Good,I,VS2,63.3,61.0,8778,7.23,7.27,4.59
22818,1.27,Premium,J,VS2,62.8,58.0,4011,6.96,6.92,4.36
22819,1.5,Premium,F,VS2,62.4,57.0,13333,7.38,7.29,4.58
22820,2.25,Premium,D,SI2,60.4,59.0,18007,8.54,8.48,5.13
22821,0.71,Premium,I,VS2,62.1,59.0,2294,5.7,5.73,3.55
22822,0.72,Premium,F,VVS1,62.8,58.0,3689,5.75,5.68,3.59
22823,0.51,Ideal,H,IF,62.1,55.0,1905,5.14,5.2,3.21
22824,0.7,Very Good,H,VS2,60.0,55.0,2287,5.73,5.77,3.45
22825,0.62,Very Good,E,SI2,58.8,63.0,1624,5.58,5.61,3.29
22826,1.5,Good,H,SI2,64.2,61.0,7291,7.15,7.1,4.57
22827,1.04,Very Good,F,SI2,62.4,54.0,4364,6.46,6.53,4.05
22828,1.01,Premium,H,SI1,61.2,58.0,4642,6.47,6.43,3.95
22829,1.11,Premium,F,VS1,62.8,56.0,7310,6.62,6.57,4.14
22830,0.7,Good,G,SI1,63.5,61.0,2074,5.61,5.64,3.57
22831,0.3,Good,G,VS1,63.3,56.0,565,4.28,4.31,2.72
22832,0.71,Premium,D,VS1,58.1,62.0,3090,5.89,5.84,3.41
22833,0.71,Very Good,F,VVS2,63.6,56.0,3332,5.65,5.7,3.61
22834,0.53,Ideal,E,SI1,60.6,57.0,1607,5.27,5.23,3.18
22835,1.0,Good,E,VVS2,65.3,56.0,7226,6.19,6.24,4.06
22836,0.4,Good,E,SI1,63.7,56.0,687,4.66,4.69,2.98
22837,0.74,Premium,E,VS2,62.4,59.0,3108,5.77,5.73,3.59
22838,0.63,Good,J,SI1,59.9,64.0,1134,5.63,5.58,3.36
22839,0.55,Ideal,G,VS2,60.4,56.0,1854,5.38,5.31,3.23
22840,0.73,Ideal,I,SI1,62.0,56.0,2234,5.8,5.75,3.58
22841,0.3,Very Good,H,VVS1,61.1,61.0,638,4.27,4.3,2.62
22842,0.7,Fair,E,VS2,60.6,64.0,2697,5.77,5.62,3.45
22843,0.73,Very Good,F,SI1,59.7,60.0,2473,5.83,5.9,3.5
22844,1.21,Very Good,H,SI1,60.2,58.0,6229,6.89,6.93,4.16
22845,0.31,Ideal,H,VVS1,61.5,54.0,707,4.36,4.39,2.69
22846,0.71,Fair,D,VS2,64.7,58.0,3077,5.61,5.58,3.62
22847,0.38,Ideal,D,VS1,62.4,56.0,1095,4.64,4.68,2.91
22848,0.32,Ideal,E,VVS2,61.9,54.0,843,4.41,4.44,2.74
22849,1.01,Good,D,SI2,63.9,57.0,4588,6.29,6.36,4.04
22850,0.34,Ideal,F,VS2,62.9,55.0,880,4.48,4.46,2.81
22851,1.53,Very Good,F,SI1,61.9,56.0,12621,7.45,7.32,4.57
22852,0.3,Ideal,I,VS1,62.4,54.0,491,4.3,4.32,2.69
22853,0.57,Ideal,G,VS2,61.5,55.0,1691,5.33,5.37,3.29
22854,0.84,Very Good,H,SI1,61.2,57.0,2847,6.1,6.12,3.74
22855,0.28,Very Good,H,SI1,61.5,56.0,360,4.21,4.24,2.6
22856,1.5,Premium,J,SI1,60.5,59.0,6806,7.38,7.47,4.49
22857,1.2,Ideal,I,SI1,60.1,56.0,5578,6.9,6.84,4.13
22858,0.38,Ideal,E,VVS1,62.4,53.2,1245,4.62,4.66,2.9
22859,1.05,Premium,F,SI2,62.6,59.0,4557,6.47,6.43,4.04
22860,1.34,Very Good,G,SI2,62.2,56.0,6463,7.0,7.08,4.38
22861,1.02,Ideal,E,IF,62.2,56.0,12030,6.44,6.38,3.99
22862,0.27,Very Good,E,VVS2,62.0,60.0,552,4.15,4.17,2.58
22863,0.72,Premium,D,SI1,61.4,59.0,2903,5.79,5.71,3.53
22864,1.1,Ideal,G,VS1,61.5,57.0,7111,6.65,6.62,4.08
22865,2.01,Good,H,SI1,62.8,59.0,14968,7.98,8.01,5.02
22866,0.53,Ideal,F,VVS2,60.8,56.0,2160,5.22,5.24,3.18
22867,0.43,Good,H,VVS1,61.2,61.0,1037,4.84,4.9,2.98
22868,0.8,Very Good,H,VS2,59.1,59.0,2953,6.02,6.07,3.57
22869,0.7,Premium,E,VS2,60.8,58.0,2697,5.74,5.7,3.48
22870,1.51,Good,I,VVS1,64.0,60.0,9471,7.26,7.21,4.63
22871,0.77,Very Good,I,VS2,63.1,58.0,2391,5.86,5.7,3.65
22872,1.08,Ideal,F,SI1,62.7,57.0,5327,6.52,6.49,4.08
22873,0.41,Ideal,F,VVS2,61.4,57.0,1323,4.77,4.81,2.94
22874,1.02,Good,E,SI1,63.2,61.0,5183,6.31,6.37,4.01
22875,1.56,Ideal,H,SI2,62.1,58.0,8517,7.35,7.41,4.58
22876,0.52,Ideal,G,VVS1,61.6,56.0,1881,5.16,5.2,3.19
22877,0.34,Ideal,D,VS2,62.4,53.0,1033,4.52,4.49,2.81
22878,0.36,Ideal,E,VS2,61.9,56.0,1013,4.56,4.55,2.82
22879,0.32,Ideal,E,VVS1,60.5,57.0,917,4.44,4.48,2.7
22880,0.39,Good,G,VS2,60.3,60.6,743,4.7,4.71,2.84
22881,0.37,Premium,D,SI1,62.7,58.0,681,4.55,4.58,2.86
22882,0.25,Very Good,G,VVS1,61.8,57.0,525,4.04,4.07,2.5
22883,0.35,Ideal,F,VVS1,60.6,56.0,994,4.58,4.59,2.78
22884,0.72,Ideal,F,VVS1,61.8,57.0,5086,5.73,5.76,3.55
22885,0.5,Very Good,D,VS1,62.3,57.0,1847,5.04,5.07,3.15
22886,1.19,Premium,I,SI1,62.2,58.0,4777,6.73,6.77,4.2
22887,1.24,Very Good,H,VVS2,61.3,55.0,8438,6.94,6.96,4.26
22888,0.51,Ideal,E,SI1,61.2,57.0,1284,5.14,5.16,3.15
22889,1.39,Good,F,SI2,63.8,55.0,7096,7.08,7.05,4.51
22890,2.0,Premium,E,SI2,60.3,58.0,12987,8.15,8.08,4.89
22891,1.01,Premium,H,VS2,62.4,58.0,4769,6.42,6.36,3.99
22892,1.03,Ideal,G,VVS1,59.9,61.0,8955,6.56,6.63,3.95
22893,0.42,Ideal,F,VVS1,61.4,56.0,1656,4.83,4.85,2.97
22894,0.32,Very Good,H,VS1,60.5,59.0,561,4.41,4.42,2.67
22895,0.3,Ideal,F,IF,60.5,60.0,873,4.34,4.36,2.63
22896,0.81,Ideal,H,VS2,61.6,56.0,3084,6.03,5.98,3.7
22897,1.0,Good,E,SI1,64.2,58.0,5061,6.25,6.28,4.02
22898,0.73,Premium,D,SI1,61.7,55.0,2821,5.84,5.82,3.6
22899,0.27,Very Good,E,VVS2,63.8,54.0,621,4.06,4.09,2.6
22900,0.51,Ideal,H,SI1,59.9,56.0,1192,5.19,5.23,3.12
22901,0.41,Ideal,E,IF,62.1,54.0,1419,4.75,4.81,2.97
22902,0.3,Premium,G,VS1,62.8,59.0,776,4.27,4.23,2.67
22903,1.01,Ideal,F,SI1,60.9,55.0,5345,6.5,6.48,3.95
22904,0.56,Ideal,G,SI1,61.2,59.0,1322,5.26,5.32,3.24
22905,0.9,Very Good,F,SI1,63.4,62.0,3992,6.05,6.0,3.82
22906,1.01,Premium,E,SI1,59.2,60.0,5656,6.56,6.51,3.87
22907,0.23,Very Good,E,VVS2,60.6,55.0,478,4.02,4.07,2.45
22908,0.4,Ideal,G,VVS1,61.7,55.0,1097,4.75,4.78,2.94
22909,1.0,Good,E,SI2,63.7,61.0,4265,6.27,6.2,3.97
22910,0.9,Premium,G,SI1,62.2,60.0,3984,6.14,6.07,3.8
22911,0.4,Ideal,F,VVS2,62.4,56.0,1163,4.74,4.72,2.95
22912,1.77,Ideal,D,SI2,61.8,57.0,13026,7.77,7.71,4.78
22913,0.25,Ideal,F,VVS1,62.3,56.0,705,4.01,4.03,2.5
22914,1.01,Good,G,VVS2,63.1,56.0,7430,6.34,6.4,4.02
22915,0.31,Ideal,D,VVS2,61.2,56.0,804,4.35,4.37,2.67
22916,0.71,Very Good,G,SI2,63.0,56.0,1993,5.62,5.65,3.55
22917,0.7,Premium,E,SI1,62.9,58.0,2333,5.68,5.61,3.55
22918,0.41,Very Good,D,VS2,62.8,58.0,779,4.73,4.76,2.98
22919,1.01,Very Good,E,SI2,59.4,59.0,3857,6.49,6.51,3.86
22920,0.31,Ideal,F,VS2,62.3,57.0,625,4.3,4.34,2.69
22921,1.0,Good,H,VS2,56.9,63.0,5208,6.6,6.57,3.75
22922,0.9,Premium,E,SI1,60.3,56.0,4209,6.29,6.21,3.77
22923,1.14,Premium,I,VS1,62.3,59.0,5291,6.69,6.64,4.15
22924,0.7,Ideal,I,VVS2,62.1,56.0,2367,5.68,5.72,3.54
22925,1.17,Ideal,I,SI1,61.7,56.0,6405,6.73,6.78,4.17
22926,0.51,Good,E,VVS2,62.0,60.5,1980,5.05,5.08,3.15
22927,0.79,Very Good,E,SI2,59.2,59.0,2941,6.04,6.06,3.58
22928,1.12,Very Good,D,SI1,59.9,57.0,6132,6.76,6.8,4.06
22929,2.11,Very Good,I,SI1,62.4,53.0,14740,8.17,8.27,5.13
22930,0.31,Good,D,SI1,63.5,55.0,571,4.27,4.3,2.72
22931,0.31,Ideal,H,VS2,61.2,56.0,507,4.35,4.37,2.67
22932,1.01,Ideal,H,SI1,60.2,56.0,4191,6.47,6.42,3.88
22933,0.32,Ideal,G,VVS2,62.0,56.0,708,4.41,4.43,2.74
22934,1.52,Ideal,I,VS2,62.1,59.0,9465,7.3,7.35,4.55
22935,1.11,Very Good,I,SI1,61.9,59.0,4273,6.58,6.64,4.09
22936,1.56,Very Good,I,VS1,58.2,59.0,10523,7.65,7.7,4.47
22937,0.71,Ideal,I,VVS1,61.2,57.0,2450,5.79,5.76,3.53
22938,1.04,Fair,D,SI2,64.9,56.0,4398,6.39,6.34,4.13
22939,1.56,Premium,J,VS1,61.1,59.0,8324,7.49,7.52,4.58
22940,0.71,Fair,I,VS1,57.1,57.0,2318,5.87,5.9,3.36
22941,1.28,Premium,E,VS1,60.8,60.0,12100,7.03,6.98,4.26
22942,0.4,Ideal,E,VVS2,61.8,56.0,1158,4.74,4.77,2.94
22943,0.27,Very Good,E,VVS2,59.7,61.0,567,4.24,4.27,2.54
22944,0.3,Ideal,D,VS2,62.3,54.0,710,4.29,4.34,2.69
22945,0.37,Ideal,F,VVS1,59.2,57.0,1406,4.75,4.71,2.8
22946,1.51,Premium,H,VS1,61.0,60.0,11161,7.29,7.34,4.46
22947,0.41,Very Good,F,VVS1,61.4,58.0,1122,4.76,4.78,2.93
22948,0.31,Very Good,F,SI1,63.2,56.0,663,4.31,4.27,2.71
22949,1.23,Ideal,I,VS2,62.4,58.0,6817,6.82,6.86,4.27
22950,0.56,Ideal,G,VS2,61.7,56.0,1698,5.34,5.3,3.28
22951,1.0,Good,F,VS2,63.3,55.0,6267,6.29,6.34,4.0
22952,0.7,Good,F,VVS2,63.1,58.0,2721,5.6,5.66,3.55
22953,0.9,Ideal,H,VS1,62.0,56.0,4234,6.22,6.19,3.85
22954,1.01,Very Good,E,SI1,60.0,60.0,5461,6.43,6.51,3.88
22955,0.7,Very Good,D,SI1,62.3,58.0,2804,5.69,5.73,3.56
22956,0.54,Very Good,G,SI1,63.2,56.0,1389,5.19,5.16,3.27
22957,0.6,Ideal,I,SI1,60.7,58.0,1295,5.43,5.45,3.3
22958,0.33,Ideal,H,VVS2,61.6,55.0,633,4.48,4.51,2.77
22959,0.54,Ideal,G,VVS2,61.5,54.0,1985,5.24,5.26,3.23
22960,0.81,Good,D,SI1,63.9,58.0,3179,5.9,5.85,3.75
22961,0.79,Premium,E,SI2,61.4,58.0,2756,6.03,5.96,3.68
22962,1.01,Fair,E,VS2,64.8,59.0,4972,6.34,6.26,4.08
22963,0.3,Ideal,E,VS1,61.8,56.0,670,4.32,4.35,2.68
22964,0.53,Premium,H,SI2,62.5,60.0,1015,5.16,5.18,3.23
22965,0.52,Ideal,D,VS1,62.2,56.0,2296,5.16,5.13,3.2
22966,0.3,Premium,E,VS2,61.6,58.0,658,4.31,4.33,2.66
22967,0.5,Premium,F,VVS2,62.3,58.0,2052,5.06,5.11,3.17
22968,0.39,Ideal,E,VS2,61.4,55.0,734,4.76,4.81,2.94
22969,1.51,Good,I,SI1,63.7,61.0,8245,7.15,7.11,4.54
22970,1.06,Ideal,G,SI2,61.0,56.0,3321,6.62,6.56,4.02
22971,1.4,Ideal,G,VVS1,60.8,57.0,15134,7.21,7.23,4.39
22972,0.41,Premium,G,SI1,61.7,59.0,719,4.71,4.73,2.91
22973,0.82,Very Good,I,SI1,60.5,58.0,2602,6.01,6.08,3.66
22974,0.38,Ideal,E,VVS1,62.4,54.0,1160,4.64,4.66,2.9
22975,0.7,Very Good,E,VS2,62.6,56.0,2513,5.65,5.69,3.55
22976,1.7,Ideal,G,VS1,62.5,57.0,13398,7.61,7.57,4.74
22977,1.12,Premium,J,SI1,62.3,57.0,4064,6.72,6.61,4.15
22978,0.59,Ideal,F,VS2,60.2,57.0,1914,5.48,5.44,3.29
22979,2.01,Premium,I,SI2,60.0,61.0,13400,8.13,8.08,4.86
22980,0.43,Ideal,G,VVS1,61.5,56.0,1264,4.87,4.85,2.99
22981,1.22,Ideal,J,VS2,61.0,55.0,6052,6.92,6.96,4.23
22982,0.35,Ideal,F,VS2,61.9,54.0,906,4.54,4.5,2.8
22983,1.21,Ideal,H,VS1,62.4,53.0,7811,6.83,6.86,4.27
22984,1.01,Premium,E,SI2,62.3,55.0,3674,6.35,6.29,3.94
22985,1.01,Good,I,SI2,64.1,58.0,3349,6.26,6.31,4.03
22986,1.5,Premium,G,SI2,61.7,55.0,5460,7.39,7.32,4.54
22987,0.51,Good,G,VS2,63.9,56.0,1343,5.07,5.1,3.25
22988,0.71,Premium,E,SI2,61.4,59.0,2306,5.74,5.7,3.51
22989,1.01,Very Good,H,SI2,60.6,61.0,3888,6.38,6.45,3.89
22990,0.33,Ideal,D,VS2,62.5,56.0,781,4.43,4.46,2.78
22991,1.2,Very Good,F,SI2,62.8,57.0,5880,6.73,6.78,4.24
22992,0.61,Very Good,E,SI1,63.9,54.0,2179,5.38,5.42,3.45
22993,0.31,Premium,F,VS2,62.0,58.0,802,4.37,4.31,2.69
22994,0.5,Ideal,D,SI1,62.7,57.0,1272,5.06,5.08,3.18
22995,0.75,Premium,D,SI2,60.6,56.0,2415,5.94,5.9,3.59
22996,0.44,Good,F,SI1,63.8,54.0,756,4.8,4.85,3.08
22997,0.32,Ideal,G,IF,62.3,54.0,883,4.39,4.4,2.74
22998,1.82,Premium,G,SI2,61.3,58.0,12081,7.94,7.83,4.83
22999,1.37,Very Good,J,SI2,60.7,60.0,5063,7.07,7.19,4.33
23000,0.71,Ideal,F,SI1,61.5,56.0,2610,5.69,5.76,3.52
23001,0.53,Ideal,H,SI1,62.5,56.0,1236,5.15,5.19,3.23
23002,0.73,Ideal,H,IF,62.3,55.0,3785,5.77,5.79,3.6
23003,0.34,Ideal,F,SI1,63.0,54.0,727,4.5,4.48,2.83
23004,1.01,Very Good,E,VS2,63.0,60.0,6221,6.32,6.35,3.99
23005,0.3,Premium,G,VS1,62.2,59.0,605,4.28,4.31,2.67
23006,0.44,Ideal,G,VVS1,61.6,56.0,1294,4.9,4.88,3.01
23007,1.04,Very Good,H,VVS2,59.1,60.0,6166,6.6,6.66,3.92
23008,1.01,Premium,F,SI2,61.7,58.0,3846,6.46,6.41,3.97
23009,0.36,Ideal,G,SI1,61.4,55.0,571,4.61,4.64,2.84
23010,0.59,Very Good,F,SI2,58.6,59.0,1247,5.53,5.57,3.25
23011,0.72,Very Good,E,VS2,63.0,57.0,2923,5.69,5.73,3.6
23012,0.34,Very Good,G,VVS2,61.4,59.0,775,4.47,4.52,2.76
23013,1.2,Premium,F,VS2,60.4,59.0,8796,6.91,6.89,4.17
23014,1.01,Good,D,VS2,64.1,57.0,4466,6.32,6.22,4.02
23015,3.01,Premium,J,SI2,60.7,59.0,18710,9.35,9.22,5.64
23016,1.01,Very Good,G,VS2,63.4,55.0,6406,6.35,6.4,4.04
23017,0.43,Ideal,G,SI1,61.7,55.0,818,4.89,4.87,3.01
23018,0.3,Premium,G,VS1,62.2,59.0,776,4.28,4.24,2.65
23019,0.51,Ideal,F,VS2,62.3,56.0,1711,5.12,5.08,3.18
23020,2.01,Good,I,SI1,64.1,60.0,10184,7.92,7.88,5.06
23021,1.21,Premium,E,SI2,61.7,59.0,5920,6.83,6.78,4.2
23022,0.26,Ideal,G,VS1,62.1,54.0,456,4.1,4.14,2.56
23023,0.73,Ideal,I,VS2,62.1,54.0,2327,5.79,5.8,3.6
23024,2.0,Ideal,I,SI2,61.1,59.0,13921,8.07,8.11,4.94
23025,0.38,Very Good,H,VVS1,59.1,58.0,967,4.71,4.76,2.8
23026,0.7,Premium,F,VS2,60.2,59.0,2657,5.78,5.74,3.47
23027,0.51,Very Good,G,SI1,63.4,56.0,1122,5.03,5.1,3.21
23028,0.4,Good,D,VS2,63.5,55.0,891,4.66,4.69,2.97
23029,1.04,Ideal,E,SI1,62.0,57.0,4530,6.47,6.5,4.02
23030,1.03,Very Good,F,VS2,63.4,62.0,6218,6.34,6.31,4.01
23031,0.72,Ideal,H,SI2,61.8,55.0,1814,5.79,5.76,3.57
23032,1.0,Premium,D,SI1,61.4,58.0,5880,6.43,6.37,3.93
23033,1.23,Good,D,SI2,60.5,64.0,5689,6.94,6.88,4.18
23034,0.51,Premium,H,SI1,61.9,56.0,1116,5.13,5.12,3.17
23035,0.41,Premium,D,SI2,62.3,58.0,683,4.74,4.77,2.96
23036,0.62,Premium,E,SI2,61.1,59.0,1579,5.53,5.5,3.37
23037,1.27,Ideal,H,SI1,60.1,58.0,6858,7.02,7.05,4.23
23038,0.5,Ideal,F,VVS2,62.2,54.0,2160,5.11,5.09,3.17
23039,0.5,Premium,E,SI1,62.3,60.0,1155,5.16,5.08,3.19
23040,1.12,Very Good,F,SI1,62.9,57.0,6262,6.6,6.62,4.16
23041,0.72,Premium,H,VVS1,61.4,58.0,3137,5.75,5.78,3.54
23042,0.29,Ideal,H,VVS2,61.6,55.0,607,4.27,4.29,2.64
23043,0.79,Very Good,D,VS1,62.4,60.0,4213,5.86,5.88,3.66
23044,0.31,Ideal,E,VS1,60.1,55.0,638,4.42,4.53,2.69
23045,0.46,Ideal,F,SI1,62.5,56.0,953,4.92,4.94,3.08
23046,1.11,Ideal,H,SI2,61.4,57.0,4709,6.63,6.67,4.08
23047,1.43,Ideal,H,VS1,62.0,55.0,11498,7.21,7.28,4.49
23048,0.41,Very Good,G,VVS1,63.1,57.0,945,4.68,4.73,2.97
23049,0.41,Ideal,D,SI1,60.7,55.0,771,4.83,4.86,2.94
23050,0.33,Premium,G,SI1,61.1,59.0,631,4.45,4.42,2.71
23051,0.32,Ideal,I,VS2,62.0,53.0,466,4.42,4.45,2.75
23052,1.23,Very Good,I,SI2,62.6,59.0,5191,6.78,6.86,4.27
23053,0.51,Ideal,G,VVS2,62.6,57.0,1974,5.12,5.1,3.2
23054,0.3,Premium,G,VS2,61.6,60.0,675,4.33,4.28,2.65
